,H_Q,H_Q,h_hat,h_hat,H_max,H_max,h_Gauss,h_Gauss,gap_h_Gauss_minus_h_hat,gap_h_Gauss_minus_h_hat
,mean,std,mean,std,mean,std,mean,std,mean,std
class,,,,,,,,,,
music,2.1388063702140334,0.4628270219480876,-1.1831217246733288,0.46282702194808767,4.321928094887363,0.0,-1.2321820570373547,0.5377404853048634,-0.049060332364025794,0.08569961071225213
noise,0.9914998907737369,0.0014384825460861653,-2.3304282041136255,0.00143848254608613,4.321928094887363,0.0,-6.515936540459217,0.022201667220501563,-4.185508336345592,0.020869261792145478
