n,A_log_volume,B_log_volume,A_volume,B_volume
1,1.1102230246251565e-16,0.6931471805599454,1.0,2.0
2,-0.2415644752704904,1.1447298858494002,0.7853981633974484,3.141592653589793
3,-0.6470295833786546,1.4324119583011812,0.523598775598299,4.188790204786391
5,-1.8048847905233005,1.660851112276426,0.16449340668482262,5.263789013914324
10,-5.995314119134498,0.9361576864649548,0.00249039457019272,2.550164039877345
20,-17.52005732578042,-3.6571137145815147,2.461136950494197e-08,0.02580689139001403
50,-64.04271710474278,-29.385358076745515,1.5367433955014645e-28,1.730219245836112e-13
100,-160.55599071529753,-91.24127265930301,1.8681820538376488e-70,2.368202101882872e-40
